model_name,roc_auc,pr_auc,f1,mcc
Original - Com Escalonamento - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - Com Escalonamento - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Geral - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Geral - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - Com Escalonamento - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpos - Sem Escalonamento - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Geral - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Geral - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Numericas - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Numericas - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpo Escalonado Numericas - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
