model_name,roc_auc,pr_auc,f1,mcc
Limpo Escalonado Geral - BalancedRandomForest,0.8951851851851853,0.7521533652147621,0.6376811594202898,0.5033390669451153
Limpos - Sem Escalonamento - BalancedRandomForest,0.8959259259259259,0.7361629411077979,0.6376811594202898,0.5033390669451153
Limpo Escalonado Numericas - RUSBoost,0.8920370370370371,0.7694222984342798,0.6376811594202898,0.5033390669451153
Limpo Escalonado Numericas - RUSBoost,0.8920370370370371,0.7694222984342798,0.6376811594202898,0.5033390669451153
Limpo Escalonado Geral - LightGBM SMOTE Ponderado,0.8774074074074074,0.7204582181294967,0.625,0.4911436350228294
Limpo Escalonado Geral - LightGBM SMOTE,0.8774074074074074,0.7204582181294967,0.625,0.4911436350228294
Limpo Escalonado Geral - LightGBM SMOTE Ponderado,0.8774074074074074,0.7204582181294967,0.625,0.4911436350228294
Limpo Escalonado Geral - LightGBM SMOTE,0.8774074074074074,0.7204582181294967,0.625,0.4911436350228294
Original - Com Escalonamento - RUSBoost,0.8674074074074074,0.6977069165728192,0.6285714285714286,0.48989794855663565
Original - Com Escalonamento - RUSBoost,0.8674074074074074,0.6977069165728192,0.6285714285714286,0.48989794855663565
Limpos - Sem Escalonamento - LightGBM SMOTE,0.8933333333333333,0.7222955781765897,0.5714285714285714,0.48764481331899967
Limpos - Sem Escalonamento - LightGBM SMOTE Ponderado,0.8933333333333333,0.7222955781765897,0.5714285714285714,0.48764481331899967
Limpo Escalonado Numericas - CatBoost RFE,0.8851851851851853,0.7542721359994645,0.5714285714285714,0.48764481331899967
Limpos - Sem Escalonamento - LightGBM SMOTE,0.8933333333333333,0.7222955781765897,0.5714285714285714,0.48764481331899967
Limpos - Sem Escalonamento - LightGBM SMOTE Ponderado,0.8933333333333333,0.7222955781765897,0.5714285714285714,0.48764481331899967
Limpo Escalonado Numericas - CatBoost RFE,0.8851851851851853,0.7542721359994645,0.5714285714285714,0.48764481331899967
Limpo Escalonado Geral - CatBoost,0.8892592592592592,0.7443103702243942,0.5531914893617021,0.4829079375481042
Limpo Escalonado Numericas - XGBoost,0.8744444444444445,0.7083548303192087,0.5531914893617021,0.4829079375481042
Limpo Escalonado Geral - XGBoost,0.8744444444444445,0.7083548303192087,0.5531914893617021,0.4829079375481042
Limpo Escalonado Numericas - XGBoost,0.8744444444444445,0.7083548303192087,0.5531914893617021,0.4829079375481042
Limpo Escalonado Geral - LightGBM SMOTE Ponderado RFE,0.9181481481481482,0.776267139493046,0.5531914893617021,0.4829079375481042
Limpo Escalonado Geral - LightGBM SMOTE Ponderado RFE,0.9181481481481482,0.776267139493046,0.5531914893617021,0.4829079375481042
Limpo Escalonado Geral - XGBoost,0.8744444444444445,0.7083548303192087,0.5531914893617021,0.4829079375481042
Limpo Escalonado Geral - CatBoost,0.8892592592592592,0.7443103702243942,0.5531914893617021,0.4829079375481042
Original - LightGBM SMOTE Ponderado RFE,0.89,0.7112099021757899,0.5925925925925926,0.4811252243246881
Original - LightGBM SMOTE Ponderado RFE,0.89,0.7112099021757899,0.5925925925925926,0.4811252243246881
Original - LightGBM Ponderado,0.9155555555555556,0.7704029469287225,0.5333333333333333,0.48007935851918326
Limpos - Sem Escalonamento - RandomForest RFE,0.8437037037037037,0.7060311987073001,0.5333333333333333,0.48007935851918326
Original - Com Escalonamento - LightGBM Ponderado,0.9155555555555556,0.7704029469287225,0.5333333333333333,0.48007935851918326
Limpos - Sem Escalonamento - CatBoost RFE,0.9025925925925926,0.6960631864559936,0.5333333333333333,0.48007935851918326
Original - LightGBM Ponderado,0.9155555555555556,0.7704029469287225,0.5333333333333333,0.48007935851918326
Limpos - Sem Escalonamento - RandomForest RFE,0.8437037037037037,0.7060311987073001,0.5333333333333333,0.48007935851918326
Original - Com Escalonamento - LightGBM Ponderado,0.9155555555555556,0.7704029469287225,0.5333333333333333,0.48007935851918326
Limpos - Sem Escalonamento - CatBoost RFE,0.9025925925925926,0.6960631864559936,0.5333333333333333,0.48007935851918326
Original - CatBoost,0.8796296296296297,0.7485280143053851,0.5116279069767442,0.47988536054137126
Original - CatBoost,0.8796296296296297,0.7485280143053851,0.5116279069767442,0.47988536054137126
Limpo Escalonado Numericas - BalancedRandomForest RFE,0.8996296296296296,0.7434011248275135,0.6216216216216216,0.47923383829852306
Limpo Escalonado Numericas - BalancedRandomForest RFE,0.8996296296296296,0.7434011248275135,0.6216216216216216,0.47923383829852306
Limpos - Sem Escalonamento - RUSBoost,0.8818518518518519,0.7151593952058313,0.6,0.4666666666666667
Limpos - Sem Escalonamento - RUSBoost,0.8818518518518519,0.7151593952058313,0.6,0.4666666666666667
Limpo Escalonado Geral - KNN,0.8394444444444444,0.6882185150289026,0.56,0.46475800154489
Limpo Escalonado Numericas - LightGBM SMOTE Ponderado RFE,0.9085185185185185,0.7527567659449469,0.56,0.46475800154489
Limpo Escalonado Geral - KNN,0.8394444444444444,0.6882185150289026,0.56,0.46475800154489
Limpo Escalonado Numericas - LightGBM SMOTE Ponderado RFE,0.9085185185185185,0.7527567659449469,0.56,0.46475800154489
Limpo Escalonado Geral - CatBoost RFE,0.885925925925926,0.7130647542962053,0.5416666666666666,0.45812284729085123
Limpo Escalonado Geral - CatBoost RFE,0.885925925925926,0.7130647542962053,0.5416666666666666,0.45812284729085123
Original - Com Escalonamento - CatBoost,0.8718518518518519,0.6929259085446218,0.5217391304347826,0.4529108136578383
Original - Com Escalonamento - CatBoost,0.8718518518518519,0.6929259085446218,0.5217391304347826,0.4529108136578383
Original - Com Escalonamento - KNN,0.8175925925925926,0.7309794149415979,0.5660377358490566,0.4522632627878076
Original - Com Escalonamento - KNN,0.8175925925925926,0.7309794149415979,0.5660377358490566,0.4522632627878076
Original - LightGBM SMOTE RFE,0.91,0.7477793847141394,0.5,0.44961798699763555
Original - LightGBM RFE,0.91,0.7477793847141394,0.5,0.44961798699763555
Limpo Escalonado Numericas - LightGBM SMOTE RFE,0.9188888888888889,0.7737767459409597,0.5,0.44961798699763555
Limpo Escalonado Numericas - LightGBM RFE,0.9188888888888889,0.7737767459409597,0.5,0.44961798699763555
Original - LightGBM SMOTE RFE,0.91,0.7477793847141394,0.5,0.44961798699763555
Original - LightGBM RFE,0.91,0.7477793847141394,0.5,0.44961798699763555
Limpo Escalonado Numericas - LightGBM SMOTE RFE,0.9188888888888889,0.7737767459409597,0.5,0.44961798699763555
Limpo Escalonado Numericas - LightGBM RFE,0.9188888888888889,0.7737767459409597,0.5,0.44961798699763555
Original - Com Escalonamento - RandomForest RFE,0.8718518518518519,0.7416753561668143,0.47619047619047616,0.4490502093697089
Limpo Escalonado Geral - RandomForest,0.8681481481481481,0.7390850018795021,0.47619047619047616,0.4490502093697089
Limpo Escalonado Geral - RandomForest,0.8681481481481481,0.7390850018795021,0.47619047619047616,0.4490502093697089
Original - Com Escalonamento - RandomForest RFE,0.8718518518518519,0.7416753561668143,0.47619047619047616,0.4490502093697089
Original - RUSBoost,0.8662962962962962,0.6669938217014472,0.5806451612903226,0.4351941398892446
Original - RUSBoost,0.8662962962962962,0.6669938217014472,0.5806451612903226,0.4351941398892446
Original - Com Escalonamento - LightGBM SMOTE,0.902962962962963,0.7422064899267842,0.5306122448979592,0.43492645512235106
Limpos - Sem Escalonamento - GradientBoosting RFE,0.8633333333333334,0.6970447654549631,0.5306122448979592,0.43492645512235106
Limpos - Sem Escalonamento - GradientBoosting RFE,0.8633333333333334,0.6970447654549631,0.5306122448979592,0.43492645512235106
Original - Com Escalonamento - LightGBM SMOTE Ponderado,0.902962962962963,0.7422064899267842,0.5306122448979592,0.43492645512235106
Original - Com Escalonamento - LightGBM SMOTE Ponderado,0.902962962962963,0.7422064899267842,0.5306122448979592,0.43492645512235106
Original - Com Escalonamento - LightGBM SMOTE,0.902962962962963,0.7422064899267842,0.5306122448979592,0.43492645512235106
Original - XGBoost,0.8622222222222222,0.6849164239633838,0.5106382978723404,0.427718458971178
Original - Com Escalonamento - GradientBoosting RFE,0.8774074074074074,0.7048124554910297,0.5106382978723404,0.427718458971178
Original - Com Escalonamento - XGBoost,0.8622222222222222,0.6849164239633838,0.5106382978723404,0.427718458971178
Original - XGBoost,0.8622222222222222,0.6849164239633838,0.5106382978723404,0.427718458971178
Limpos - Sem Escalonamento - GradientBoosting,0.8837037037037037,0.7149698026166301,0.5106382978723404,0.427718458971178
Limpos - Sem Escalonamento - GradientBoosting,0.8837037037037037,0.7149698026166301,0.5106382978723404,0.427718458971178
Original - Com Escalonamento - XGBoost,0.8622222222222222,0.6849164239633838,0.5106382978723404,0.427718458971178
Original - Com Escalonamento - GradientBoosting RFE,0.8774074074074074,0.7048124554910297,0.5106382978723404,0.427718458971178
Original - LightGBM Ponderado RFE,0.8970370370370371,0.7270353745279965,0.4888888888888889,0.4218879211229186
Original - LightGBM Ponderado RFE,0.8970370370370371,0.7270353745279965,0.4888888888888889,0.4218879211229186
Original - Com Escalonamento - EasyEnsemble RFE,0.9262962962962964,0.8104630655159182,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble,0.9155555555555556,0.7854455916659681,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble,0.9199999999999999,0.8016806925963904,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble RFE,0.9277777777777778,0.8109257333343654,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble,0.9199999999999999,0.8016806925963904,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble RFE,0.9277777777777778,0.8109257333343654,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble RFE,0.9207407407407406,0.783587563465148,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble,0.919074074074074,0.7957004756803077,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble RFE,0.9262962962962964,0.8104630655159182,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble,0.919074074074074,0.7957004756803077,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble RFE,0.9262962962962964,0.8104630655159182,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble RFE,0.9207407407407406,0.783587563465148,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble,0.9155555555555556,0.7876668494582406,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble,0.9155555555555556,0.7876668494582406,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble RFE,0.9207407407407406,0.783587563465148,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble,0.9199999999999999,0.8016806925963904,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble RFE,0.9188888888888889,0.7810572274837518,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble RFE,0.9277777777777778,0.8109257333343654,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble RFE,0.9207407407407406,0.783587563465148,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble,0.9155555555555556,0.7876668494582406,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - EasyEnsemble,0.9155555555555556,0.7876668494582406,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble,0.919074074074074,0.7957004756803077,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble RFE,0.9262962962962964,0.8104630655159182,0.41025641025641024,0.42013074533591305
Original - Com Escalonamento - EasyEnsemble,0.919074074074074,0.7957004756803077,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble,0.9155555555555556,0.7854455916659681,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble,0.9155555555555556,0.7854455916659681,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble RFE,0.9188888888888889,0.7810572274837518,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble RFE,0.9188888888888889,0.7810572274837518,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble,0.9155555555555556,0.7854455916659681,0.41025641025641024,0.42013074533591305
Limpo Escalonado Numericas - EasyEnsemble RFE,0.9188888888888889,0.7810572274837518,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble,0.918148148148148,0.7980953610253734,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble RFE,0.9274074074074073,0.8048971524911979,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble RFE,0.9274074074074073,0.8048971524911979,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble,0.918148148148148,0.7980953610253734,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble,0.918148148148148,0.7980953610253734,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble RFE,0.9274074074074073,0.8048971524911979,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble,0.918148148148148,0.7980953610253734,0.41025641025641024,0.42013074533591305
Limpos - Sem Escalonamento - EasyEnsemble RFE,0.9274074074074073,0.8048971524911979,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble,0.9199999999999999,0.8016806925963904,0.41025641025641024,0.42013074533591305
Original - EasyEnsemble RFE,0.9277777777777778,0.8109257333343654,0.41025641025641024,0.42013074533591305
Limpo Escalonado Geral - LightGBM SMOTE RFE,0.9237037037037037,0.7813166467353504,0.46511627906976744,0.41796466885861366
Limpos - Sem Escalonamento - LightGBM SMOTE RFE,0.9074074074074074,0.7568364172413067,0.46511627906976744,0.41796466885861366
Limpo Escalonado Geral - RandomForest RFE,0.8729629629629629,0.7411404171700743,0.46511627906976744,0.41796466885861366
Limpos - Sem Escalonamento - LightGBM RFE,0.9074074074074074,0.7568364172413067,0.46511627906976744,0.41796466885861366
Original - Com Escalonamento - RandomForest,0.8777777777777778,0.7435849857333173,0.46511627906976744,0.41796466885861366
Original - RandomForest,0.8703703703703705,0.7391839198069659,0.46511627906976744,0.41796466885861366
Original - RandomForest RFE,0.8803703703703704,0.7544009280680405,0.46511627906976744,0.41796466885861366
Limpo Escalonado Numericas - GradientBoosting,0.8733333333333333,0.6947927818404972,0.46511627906976744,0.41796466885861366
Limpo Escalonado Geral - LightGBM RFE,0.9237037037037037,0.7813166467353504,0.46511627906976744,0.41796466885861366
Limpo Escalonado Geral - LightGBM RFE,0.9237037037037037,0.7813166467353504,0.46511627906976744,0.41796466885861366
Original - RandomForest RFE,0.8803703703703704,0.7544009280680405,0.46511627906976744,0.41796466885861366
Limpos - Sem Escalonamento - LightGBM SMOTE RFE,0.9074074074074074,0.7568364172413067,0.46511627906976744,0.41796466885861366
Limpo Escalonado Numericas - GradientBoosting,0.8733333333333333,0.6947927818404972,0.46511627906976744,0.41796466885861366
Original - Com Escalonamento - RandomForest,0.8777777777777778,0.7435849857333173,0.46511627906976744,0.41796466885861366
Limpos - Sem Escalonamento - LightGBM RFE,0.9074074074074074,0.7568364172413067,0.46511627906976744,0.41796466885861366
Original - RandomForest,0.8703703703703705,0.7391839198069659,0.46511627906976744,0.41796466885861366
Limpo Escalonado Geral - RandomForest RFE,0.8729629629629629,0.7411404171700743,0.46511627906976744,0.41796466885861366
Limpo Escalonado Geral - LightGBM SMOTE RFE,0.9237037037037037,0.7813166467353504,0.46511627906976744,0.41796466885861366
Limpo Escalonado Numericas - RandomForest RFE,0.8859259259259259,0.7287169538770829,0.43902439024390244,0.41684038636012927
Limpo Escalonado Numericas - RandomForest,0.8737037037037036,0.7394837811622461,0.43902439024390244,0.41684038636012927
Limpos - Sem Escalonamento - RandomForest,0.8674074074074074,0.7379856397721091,0.43902439024390244,0.41684038636012927
Limpos - Sem Escalonamento - RandomForest,0.8674074074074074,0.7379856397721091,0.43902439024390244,0.41684038636012927
Limpo Escalonado Numericas - RandomForest RFE,0.8859259259259259,0.7287169538770829,0.43902439024390244,0.41684038636012927
Limpo Escalonado Numericas - RandomForest,0.8737037037037036,0.7394837811622461,0.43902439024390244,0.41684038636012927
Limpos - Sem Escalonamento - XGBoost,0.8707407407407408,0.6954118626549601,0.52,0.41311822359545775
Limpos - Sem Escalonamento - XGBoost,0.8707407407407408,0.6954118626549601,0.52,0.41311822359545775
Original - LightGBM SMOTE Ponderado,0.8777777777777778,0.683298077362006,0.5,0.40422604172722165
Original - LightGBM SMOTE,0.8777777777777778,0.683298077362006,0.5,0.40422604172722165
Original - LightGBM SMOTE Ponderado,0.8777777777777778,0.683298077362006,0.5,0.40422604172722165
Original - CatBoost RFE,0.8803703703703702,0.7274137433595842,0.5,0.40422604172722165
Original - LightGBM SMOTE,0.8777777777777778,0.683298077362006,0.5,0.40422604172722165
Original - Com Escalonamento - XGBoost RFE,0.8577777777777778,0.6759946116675186,0.5,0.40422604172722165
Original - Com Escalonamento - XGBoost RFE,0.8577777777777778,0.6759946116675186,0.5,0.40422604172722165
Original - CatBoost RFE,0.8803703703703702,0.7274137433595842,0.5,0.40422604172722165
Original - Com Escalonamento - GradientBoosting,0.8851851851851852,0.7066099942244579,0.4782608695652174,0.39629696195060854
Original - Com Escalonamento - GradientBoosting,0.8851851851851852,0.7066099942244579,0.4782608695652174,0.39629696195060854
Original - Com Escalonamento - LightGBM SMOTE RFE,0.9137037037037037,0.758963789301592,0.45454545454545453,0.38966892206461745
Original - Com Escalonamento - LightGBM RFE,0.9137037037037037,0.758963789301592,0.45454545454545453,0.38966892206461745
Original - Com Escalonamento - LightGBM RFE,0.9137037037037037,0.758963789301592,0.45454545454545453,0.38966892206461745
Original - Com Escalonamento - LightGBM SMOTE RFE,0.9137037037037037,0.758963789301592,0.45454545454545453,0.38966892206461745
Limpos - Sem Escalonamento - CatBoost,0.8962962962962963,0.7539137023095039,0.42857142857142855,0.3849001794597505
Limpos - Sem Escalonamento - CatBoost,0.8962962962962963,0.7539137023095039,0.42857142857142855,0.3849001794597505
Original - Com Escalonamento - CatBoost RFE,0.8744444444444445,0.7046659473746132,0.42857142857142855,0.3849001794597505
Original - Com Escalonamento - CatBoost RFE,0.8744444444444445,0.7046659473746132,0.42857142857142855,0.3849001794597505
Limpos - Sem Escalonamento - XGBoost RFE,0.8588888888888888,0.6711652757399703,0.46808510638297873,0.3725289803942518
Limpos - Sem Escalonamento - XGBoost RFE,0.8588888888888888,0.6711652757399703,0.46808510638297873,0.3725289803942518
Original - Com Escalonamento - LightGBM Ponderado RFE,0.8833333333333333,0.7015418758887008,0.4444444444444444,0.363696483726654
Limpo Escalonado Numericas - GradientBoosting RFE,0.8729629629629629,0.6962978404727556,0.4444444444444444,0.363696483726654
Limpo Escalonado Numericas - GradientBoosting RFE,0.8729629629629629,0.6962978404727556,0.4444444444444444,0.363696483726654
Original - Com Escalonamento - LightGBM,0.8996296296296296,0.7220086008416208,0.4444444444444444,0.363696483726654
Original - Com Escalonamento - LightGBM Ponderado RFE,0.8833333333333333,0.7015418758887008,0.4444444444444444,0.363696483726654
Original - Com Escalonamento - LightGBM,0.8996296296296296,0.7220086008416208,0.4444444444444444,0.363696483726654
Original - LightGBM,0.8996296296296296,0.7220086008416208,0.4444444444444444,0.363696483726654
Original - GradientBoosting,0.8866666666666666,0.7097045510984129,0.4444444444444444,0.363696483726654
Original - GradientBoosting,0.8866666666666666,0.7097045510984129,0.4444444444444444,0.363696483726654
Original - LightGBM,0.8996296296296296,0.7220086008416208,0.4444444444444444,0.363696483726654
Limpos - Sem Escalonamento - LightGBM SMOTE Ponderado RFE,0.8788888888888889,0.6848829218214237,0.48,0.36147844564602555
Limpos - Sem Escalonamento - LightGBM SMOTE Ponderado RFE,0.8788888888888889,0.6848829218214237,0.48,0.36147844564602555
Limpo Escalonado Numericas - XGBoost RFE,0.8770370370370371,0.6914422275898028,0.4186046511627907,0.3560439771758561
Original - GradientBoosting RFE,0.8796296296296295,0.7114049622832277,0.4186046511627907,0.3560439771758561
Limpo Escalonado Geral - GradientBoosting RFE,0.8603703703703705,0.6747040961839138,0.4186046511627907,0.3560439771758561
Original - GradientBoosting RFE,0.8796296296296295,0.7114049622832277,0.4186046511627907,0.3560439771758561
Limpo Escalonado Numericas - XGBoost RFE,0.8770370370370371,0.6914422275898028,0.4186046511627907,0.3560439771758561
Limpo Escalonado Geral - GradientBoosting RFE,0.8603703703703705,0.6747040961839138,0.4186046511627907,0.3560439771758561
Limpo Escalonado Numericas - CatBoost,0.8914814814814814,0.7464134211439958,0.3902439024390244,0.3501459245425086
Limpo Escalonado Numericas - CatBoost,0.8914814814814814,0.7464134211439958,0.3902439024390244,0.3501459245425086
Limpo Escalonado Geral - XGBoost RFE,0.884074074074074,0.7024149006366416,0.38095238095238093,0.3207501495497921
Original - XGBoost RFE,0.8622222222222222,0.6613673836538272,0.38095238095238093,0.3207501495497921
Original - XGBoost RFE,0.8622222222222222,0.6613673836538272,0.38095238095238093,0.3207501495497921
Limpo Escalonado Geral - XGBoost RFE,0.884074074074074,0.7024149006366416,0.38095238095238093,0.3207501495497921
Limpo Escalonado Geral - GradientBoosting,0.8592592592592593,0.6557799638702809,0.37209302325581395,0.2941232854930985
Limpo Escalonado Geral - GradientBoosting,0.8592592592592593,0.6557799638702809,0.37209302325581395,0.2941232854930985
Original - KNN,0.6857407407407408,0.4749846932250055,0.30434782608695654,0.16984155512168939
Limpos - Sem Escalonamento - KNN,0.6824074074074074,0.47419109879373,0.30434782608695654,0.16984155512168939
Original - KNN,0.6857407407407408,0.4749846932250055,0.30434782608695654,0.16984155512168939
Limpos - Sem Escalonamento - KNN,0.6824074074074074,0.47419109879373,0.30434782608695654,0.16984155512168939
Limpo Escalonado Numericas - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpos - Sem Escalonamento - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpos - Sem Escalonamento - LogisticRegression Ponderado,0.48944444444444446,0.25133863606020596,0.4,0.0
Limpos - Sem Escalonamento - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
Original - Com Escalonamento - Regressão Logística,0.48944444444444446,0.25133863606020596,0.4,0.0
